cell_id,score,biomasa_10km,dist_gasoducto,dist_carretera,pendiente_media,pts_carretera,pts_suelo,dist_nucleos,red_natura,cluster,purin_bruto_t_anio,purin_mov_t_anio,biometano_Nm3h,biometano_año_m3,capex_total_€,capex_total_M€,opex_fijo_€,coste_feedstock_€,opex_variable_€,amortizacion_anual_€,costes_totales_€,ingreso_pesimista_€,margen_pesimista_€,margen_pesimista_M€,ingreso_base_€,margen_base_€,margen_base_M€,ingreso_optimista_€,margen_optimista_€,margen_optimista_M€,proporcion_biomasa,stock_proyectado_15a,viable,viable_pred,margen_pred_€,margen_pred_M€
5012,66.72,277673.0,9274.19236095764,2502.800274934892,9.170111083984375,2,3.0,1852.8949648499975,0,4.0,360333.0,260340.0,594.4,5206806.0,5754179.0,5.75,900084.0,885156.0,624817.0,383612.0,2793669.0,3318050.0,524381.0,0.52,4099070.0,1305401.0,1.31,4880091.0,2086422.0,2.09,0.05357033647256062,454668.0,0,0,1316993.5683356384,1.32
5013,65.48,266263.0,9931.481793997438,3443.896207989726,9.63372802734375,2,3.0,2684.444589059033,0,4.0,351666.0,254078.0,580.1,5081568.0,5879883.0,5.88,902598.0,863865.0,609788.0,391992.0,2768243.0,3243533.0,475290.0,0.48,4005768.0,1237525.0,1.24,4768003.0,1999760.0,2.0,0.05136905100673601,435985.0,0,0,1258372.6009355693,1.26
5014,68.74,285819.0,8890.072859238402,2350.0892687555365,5.573914794921875,2,3.0,1568.533160437845,0,4.0,364606.0,263428.0,601.4,5268562.0,5674192.0,5.67,898484.0,895655.0,632227.0,378279.0,2804645.0,3354794.0,550149.0,0.55,4145079.0,1340434.0,1.34,4935363.0,2130718.0,2.13,0.05514191152993198,468006.0,0,0,1455945.992737313,1.46
5015,64.9,280532.0,9224.70805938031,2840.9726342778904,13.88387451171875,2,3.0,2010.3462211002236,0,5.0,365996.0,264432.0,603.7,5288649.0,5786048.0,5.79,900721.0,899069.0,634638.0,385737.0,2820165.0,3366746.0,546581.0,0.55,4160044.0,1339879.0,1.34,4953341.0,2133176.0,2.13,0.05412191185790616,459349.0,0,0,1336923.63799172,1.34
5016,64.57,273070.0,9573.770527802762,3334.566155635809,13.151292724609375,2,3.0,2467.4667218161317,0,5.0,362846.0,262156.0,598.5,5243127.0,5864783.0,5.86,902296.0,891330.0,629175.0,390986.0,2813787.0,3339661.0,525874.0,0.53,4126130.0,1312343.0,1.31,4912599.0,2098812.0,2.1,0.05268229817289448,447131.0,0,0,1317383.314788353,1.32
5017,68.45,289852.0,8866.67864960258,2796.375080877413,6.484830322265625,2,3.0,1830.3215194909135,0,4.0,371231.0,268214.0,612.4,5364281.0,5721808.0,5.72,899436.0,911928.0,643714.0,381454.0,2836532.0,3411747.0,575215.0,0.58,4216389.0,1379857.0,1.38,5021031.0,2184499.0,2.18,0.05591998201929839,474610.0,0,0,1391186.6863263112,1.39
5018,66.94,280221.0,9229.29215127287,2982.5212029074423,14.46893798828125,3,3.0,2314.207150198354,0,5.0,365486.0,264063.0,602.9,5281267.0,5783210.0,5.78,900664.0,897814.0,633752.0,385547.0,2817777.0,3362354.0,544577.0,0.54,4154544.0,1336767.0,1.34,4946734.0,2128957.0,2.13,0.054061911877198755,458840.0,0,0,1437919.2611322277,1.44
5019,68.44,295111.0,8517.989606538003,2296.3765244168285,7.851812133789062,2,3.0,1355.7579231424852,0,4.0,379868.0,274455.0,626.6,5489099.0,5688444.0,5.69,898769.0,933147.0,658692.0,379230.0,2869838.0,3486014.0,616176.0,0.62,4309379.0,1439541.0,1.44,5132744.0,2262906.0,2.26,0.056934579763800716,483221.0,0,0,1500698.281865175,1.5
5023,68.05,269625.0,9935.739804224622,3650.0051423795967,9.283714599609375,3,3.0,2936.7683060945037,0,4.0,357188.0,258068.0,589.2,5161363.0,5926705.0,5.93,903534.0,877431.0,619364.0,395114.0,2795443.0,3291011.0,495568.0,0.5,4065215.0,1269772.0,1.27,4839420.0,2043977.0,2.04,0.052017668161521494,441490.0,0,0,1303542.094969859,1.3
5027,71.02,379568.0,9990.171184219244,3376.487741883151,14.024764404296874,3,3.0,3290.5016293037083,0,5.0,514957.0,372057.0,849.4,7441133.0,7244274.0,7.24,929885.0,1264994.0,892936.0,482952.0,3570767.0,4647474.0,1076707.0,1.08,5763644.0,2192877.0,2.19,6879814.0,3309047.0,3.31,0.07322852950851141,621513.0,0,0,2336543.756664078,2.34
5030,70.76,293691.0,8185.004801395091,1796.3787715382482,2.612838134765625,2,3.0,892.9424202673172,0,4.0,377536.0,272770.0,622.8,5455397.0,5569312.0,5.57,896386.0,927418.0,654648.0,371287.0,2849739.0,3465961.0,616222.0,0.62,4284271.0,1434532.0,1.43,5102580.0,2252841.0,2.25,0.05666062486796628,480896.0,0,0,1596275.348308767,1.6
5031,70.79,300338.0,7811.341440071795,1863.0317894638313,3.679179382324219,2,3.0,741.7975556068742,0,4.0,388454.0,280658.0,640.8,5613157.0,5547259.0,5.55,895945.0,954237.0,673579.0,369817.0,2893578.0,3559828.0,666250.0,0.67,4401802.0,1508224.0,1.51,5243776.0,2350198.0,2.35,0.05794300387684763,491780.0,0,0,1706682.100424881,1.71
5032,63.77,300379.0,7480.321634472286,1387.2703404503964,3.29039794921875,2,3.0,252.69212661768773,0,3.0,388521.0,280707.0,640.9,5614131.0,5448509.0,5.45,893970.0,954404.0,673696.0,363234.0,2885304.0,3560408.0,675104.0,0.68,4402528.0,1517224.0,1.52,5244647.0,2359343.0,2.36,0.05795091384214989,491847.0,0,0,1862386.8874048411,1.86
5033,70.65,298832.0,7452.503377248823,1698.073173292659,10.257401123046876,3,3.0,720.7576553087046,0,0.0,385980.0,278871.0,636.7,5577414.0,5419206.0,5.42,893384.0,948161.0,669290.0,361280.0,2872115.0,3538561.0,666446.0,0.67,4375173.0,1503058.0,1.5,5211786.0,2339671.0,2.34,0.05765245734647674,489314.0,0,0,1758067.333072263,1.76
5034,62.12,314378.0,7104.784532248416,1393.4162439071754,8.675198974609375,2,3.0,221.73539758657142,0,3.0,411515.0,297319.0,678.8,5946385.0,5525490.0,5.53,895510.0,1010885.0,713566.0,368366.0,2988327.0,3758099.0,769772.0,0.77,4650057.0,1661730.0,1.66,5542015.0,2553688.0,2.55,0.060651684677914895,514769.0,0,0,1858515.9036365966,1.86
5035,71.15,314863.0,7110.735410801565,1198.279622673583,11.58126953125,3,3.0,825.2889401514603,0,5.0,422298.0,305110.0,696.6,6102199.0,5616211.0,5.62,897324.0,1037374.0,732264.0,374414.0,3041376.0,3850808.0,809432.0,0.81,4766138.0,1724762.0,1.72,5681468.0,2640092.0,2.64,0.06074525377966116,515563.0,0,0,1809537.4811548828,1.81
5036,66.16,313108.0,6745.421761772835,1246.0997583261283,8.242155151367188,3,3.0,357.6940163184005,0,3.0,409469.0,295841.0,675.4,5916825.0,5400810.0,5.4,893016.0,1005859.0,710019.0,360054.0,2968948.0,3740511.0,771563.0,0.77,4628035.0,1659087.0,1.66,5515558.0,2546610.0,2.55,0.06040666867952776,512690.0,0,0,1927657.6207919384,1.93
5037,73.84,324424.0,6404.95638070399,748.5824264312124,7.15664794921875,3,3.0,526.0136431761425,0,4.0,428055.0,309270.0,706.1,6185400.0,5451967.0,5.45,894039.0,1051518.0,742248.0,363464.0,3051269.0,3900313.0,849044.0,0.85,4828123.0,1776854.0,1.78,5755933.0,2704664.0,2.7,0.06258981910295205,531219.0,0,0,2008253.7576838718,2.01
5038,72.64,321016.0,6788.616175403462,698.7815154776837,9.29581787109375,3,3.0,978.9399856584813,0,4.0,422458.0,305226.0,696.9,6104515.0,5520897.0,5.52,895418.0,1037768.0,732542.0,368060.0,3033788.0,3852186.0,818398.0,0.82,4767864.0,1734076.0,1.73,5683541.0,2649753.0,2.65,0.0619323273529494,525638.0,0,0,1873512.234925737,1.87
5040,70.29,297398.0,8159.589354349376,2226.096076456701,9.768838500976562,3,3.0,1236.66856928571,0,4.0,383625.0,277169.0,632.8,5543379.0,5611906.0,5.61,897238.0,942375.0,665205.0,374127.0,2878945.0,3518311.0,639366.0,0.64,4349817.0,1470872.0,1.47,5181324.0,2302379.0,2.3,0.057375801486880554,486966.0,0,0,1575489.355060588,1.58
5041,71.51,289280.0,8522.953817183361,2335.941071996456,5.299896240234375,3,3.0,1732.1647342912845,0,4.0,370291.0,267535.0,610.8,5350706.0,5610942.0,5.61,897219.0,909619.0,642085.0,374063.0,2822986.0,3403670.0,580684.0,0.58,4206276.0,1383290.0,1.38,5008882.0,2185896.0,2.19,0.05580962835703268,473673.0,0,0,1673533.1135373013,1.67
5042,71.04,298638.0,8899.583423288372,2532.158536113634,6.98260009765625,3,3.0,2229.5334759516836,0,4.0,395736.0,285919.0,652.8,5718379.0,5933790.0,5.93,903676.0,972125.0,686205.0,395586.0,2957592.0,3622436.0,664844.0,0.66,4480192.0,1522600.0,1.52,5337949.0,2380357.0,2.38,0.05761502970577823,488996.0,0,0,1667995.9138796472,1.67
5043,71.97,299318.0,8195.333627398133,1866.533978598306,6.009140625,3,3.0,1719.613677002067,0,4.0,386778.0,279447.0,638.0,5588949.0,5648639.0,5.65,897973.0,950120.0,670674.0,376576.0,2895343.0,3545425.0,650082.0,0.65,4383767.0,1488424.0,1.49,5222109.0,2326766.0,2.33,0.05774621937420599,490110.0,0,0,1680000.8464258143,1.68
5044,72.13,300118.0,8586.345940072028,2102.7801342037546,5.06354736328125,3,3.0,2219.0416878487486,0,4.0,388092.0,280397.0,640.2,5607936.0,5776780.0,5.78,900536.0,953350.0,672952.0,385119.0,2911957.0,3556722.0,644765.0,0.64,4397912.0,1485955.0,1.49,5239103.0,2327146.0,2.33,0.057900560160591585,491420.0,0,0,1711222.1680615763,1.71
5045,72.4,294240.0,7816.754436857657,1731.0895147462227,4.895057678222656,3,3.0,1220.185666155386,0,4.0,378438.0,273421.0,624.2,5468427.0,5466274.0,5.47,894325.0,929631.0,656211.0,364418.0,2844585.0,3473714.0,629129.0,0.63,4293978.0,1449393.0,1.45,5114242.0,2269657.0,2.27,0.056766541232623396,481795.0,0,0,1751702.075858378,1.75
5046,72.27,293061.0,8291.446683004939,1706.313117001969,4.526531372070313,3,3.0,2274.989090616882,0,4.0,386488.0,279237.0,637.5,5584748.0,5675075.0,5.68,898502.0,949406.0,670170.0,378338.0,2896416.0,3542925.0,646509.0,0.65,4380637.0,1484221.0,1.48,5218349.0,2321933.0,2.32,0.056539081498687624,479864.0,0,0,1724620.392549369,1.72
5047,74.5,315168.0,7491.622082076489,1238.9078031316728,2.7338742065429686,3,3.0,1301.0133243279713,0,4.0,422798.0,305472.0,697.4,6109438.0,5734609.0,5.73,899692.0,1038605.0,733133.0,382307.0,3053737.0,3855116.0,801379.0,0.8,4771531.0,1717794.0,1.72,5687947.0,2634210.0,2.63,0.06080409620447067,516063.0,0,0,1871447.757651041,1.87
5048,72.33,302490.0,7885.825559754973,1414.6081311192806,6.131104736328125,3,3.0,1786.4563136976087,0,4.0,401975.0,290427.0,663.1,5808537.0,5681123.0,5.68,898622.0,987452.0,697024.0,378742.0,2961840.0,3676080.0,714240.0,0.71,4547360.0,1585520.0,1.59,5418641.0,2456801.0,2.46,0.05835818059222489,495304.0,0,0,1700951.4814136801,1.7
5049,73.3,326606.0,7186.595363256392,754.9072127369793,7.737181396484375,3,3.0,1450.240633455943,0,4.0,441585.0,319045.0,728.4,6380909.0,5798050.0,5.8,900961.0,1084753.0,765709.0,386537.0,3137960.0,4016641.0,878681.0,0.88,4973777.0,1835817.0,1.84,5930914.0,2792954.0,2.79,0.06301078359781878,534792.0,0,0,1899666.4204231622,1.9
5050,70.59,292631.0,9287.864579455168,2770.0783292645465,6.8511083984375,3,3.0,2727.864434691724,0,4.0,385869.0,278790.0,636.5,5575808.0,5968898.0,5.97,904378.0,947886.0,669097.0,397927.0,2919288.0,3537606.0,618318.0,0.62,4373977.0,1454689.0,1.45,5210348.0,2291060.0,2.29,0.05645612332600536,479160.0,0,0,1625547.872166982,1.63
5051,73.77,396309.0,9818.903534370713,2663.9994165370904,9.168818359375,3,3.0,3673.302971112277,0,4.0,542454.0,391923.0,894.8,7838466.0,7419682.0,7.42,933394.0,1332538.0,940616.0,494645.0,3701193.0,4883887.0,1182694.0,1.18,6059657.0,2358464.0,2.36,7235427.0,3534234.0,3.53,0.07645830338961306,648925.0,0,0,2421926.770689794,2.42
5052,72.32,299310.0,8988.168886976933,2280.875782791111,3.929111328125,3,3.0,2718.490055882605,0,4.0,396839.0,286716.0,654.6,5734328.0,5969469.0,5.97,904389.0,974834.0,688119.0,397965.0,2965307.0,3631925.0,666618.0,0.67,4492074.0,1526767.0,1.53,5352224.0,2386917.0,2.39,0.057744675966342134,490097.0,0,0,1760729.9443478957,1.76
5053,76.03,397614.0,9399.416113730093,2436.1590049049782,4.944849243164063,3,3.0,3218.0818963686675,0,4.0,544598.0,393472.0,898.3,7869439.0,7311514.0,7.31,931230.0,1337805.0,944333.0,487434.0,3700802.0,4902316.0,1201514.0,1.2,6082732.0,2381930.0,2.38,7263148.0,3562346.0,3.56,0.07671007179740456,651062.0,0,0,2411664.680909054,2.41
5054,76.04,401515.0,9562.09276841633,2234.639933602694,5.234432983398437,3,3.0,3268.082491811404,0,4.0,551873.0,398728.0,910.3,7974558.0,7420316.0,7.42,933406.0,1355675.0,956947.0,494688.0,3740716.0,4964862.0,1224146.0,1.22,6161046.0,2420330.0,2.42,7357229.0,3616513.0,3.62,0.07746267605701734,657449.0,0,0,2427164.5530782645,2.43
5055,71.52,289566.0,8706.889883037591,1796.417484546636,5.4821337890625,3,3.0,2767.61344382544,0,4.0,380747.0,275090.0,628.1,5501797.0,5752362.0,5.75,900047.0,935306.0,660216.0,383491.0,2879060.0,3493569.0,614509.0,0.61,4318839.0,1439779.0,1.44,5144108.0,2265048.0,2.27,0.055864805188165535,474142.0,0,0,1670393.6474409082,1.67
5056,76.54,394711.0,9130.81457338671,1983.5986383299785,3.86857177734375,3,3.0,3262.266528654632,0,4.0,540697.0,390654.0,891.9,7813071.0,7198760.0,7.2,928975.0,1328224.0,937569.0,479917.0,3674685.0,4868777.0,1194092.0,1.19,6040738.0,2366053.0,2.37,7212699.0,3538014.0,3.54,0.07615000766880782,646308.0,0,0,2423796.744657043,2.42
5057,76.46,404643.0,8882.259074587575,1548.512439537529,5.782564086914062,3,3.0,3240.0781665883173,0,4.0,546936.0,395161.0,902.2,7903229.0,7175653.0,7.18,928513.0,1343547.0,948387.0,478377.0,3698824.0,4922421.0,1223597.0,1.22,6107906.0,2409082.0,2.41,7293390.0,3594566.0,3.59,0.07806614853178503,662571.0,0,0,2602085.982659813,2.6
5058,76.24,396588.0,9325.039925186491,1817.6717041051106,5.1036373901367185,3,3.0,2885.9591405257997,0,4.0,543780.0,392881.0,897.0,7857620.0,7282455.0,7.28,930649.0,1335795.0,942914.0,485497.0,3694855.0,4895284.0,1200429.0,1.2,6073927.0,2379072.0,2.38,7252570.0,3557715.0,3.56,0.07651212973886504,649382.0,0,0,2665908.8999121524,2.67
5059,71.53,317400.0,8445.867802059453,1321.5231397724626,9.226261596679688,3,3.0,2880.8599378988156,0,4.0,417345.0,301532.0,688.4,6030641.0,5975907.0,5.98,904518.0,1025209.0,723677.0,398394.0,3051798.0,3808231.0,756433.0,0.76,4712828.0,1661030.0,1.66,5617424.0,2565626.0,2.57,0.061234706998486495,519718.0,0,0,1700349.9551932458,1.7
5060,72.91,323552.0,7596.643749275534,1001.0128270959835,7.695006103515625,3,3.0,1930.059264203999,0,4.0,427450.0,308833.0,705.1,6176653.0,5804480.0,5.8,901090.0,1050032.0,741198.0,386965.0,3079285.0,3895109.0,815824.0,0.82,4821606.0,1742321.0,1.74,5748104.0,2668819.0,2.67,0.062421587645791754,529791.0,0,0,1781527.2990004425,1.78
5061,71.85,318370.0,8016.9096035589555,1216.518555467748,9.10051025390625,3,3.0,2406.293090970583,0,4.0,418939.0,302683.0,691.1,6053663.0,5860360.0,5.86,902207.0,1029122.0,726440.0,390691.0,3048460.0,3821929.0,773469.0,0.77,4729979.0,1681519.0,1.68,5638028.0,2589568.0,2.59,0.06142184520197903,521306.0,0,0,1699091.6122016117,1.7
5062,75.79,337470.0,7330.194250354438,647.9942460397278,2.639913330078125,3,3.0,2094.1003342796325,0,4.0,450310.0,325349.0,742.8,6506985.0,5913091.0,5.91,903262.0,1106187.0,780838.0,394206.0,3184493.0,4091656.0,907163.0,0.91,5067704.0,1883211.0,1.88,6043752.0,2859259.0,2.86,0.06510673147693521,552581.0,0,0,2206912.7664149418,2.21
5063,76.34,339729.0,6904.339534647792,300.0172269564385,2.2779681396484377,3,3.0,1643.6895575802953,0,4.0,444075.0,320844.0,732.5,6416879.0,5733904.0,5.73,899678.0,1090870.0,770025.0,382260.0,3142833.0,4038043.0,895210.0,0.9,5000575.0,1857742.0,1.86,5963107.0,2820274.0,2.82,0.06554255127249155,556280.0,0,0,2195583.5049582133,2.2
5064,75.28,323751.0,7764.8947891235475,717.7539148710363,1.7810906982421875,3,3.0,2557.598494804507,0,4.0,437632.0,316189.0,721.9,6323781.0,5938932.0,5.94,903779.0,1075043.0,758854.0,395929.0,3133605.0,3982650.0,849045.0,0.85,4931217.0,1797612.0,1.8,5879784.0,2746179.0,2.75,0.06245997991640517,530117.0,0,0,1905381.5090924196,1.91
5067,74.32,333616.0,6647.755704312749,58.663420342843935,7.143285522460937,3,3.0,1908.294745973183,0,4.0,443889.0,320710.0,732.2,6414197.0,5655398.0,5.66,898108.0,1090414.0,769704.0,377027.0,3135253.0,4036447.0,901194.0,0.9,4998577.0,1863324.0,1.86,5960706.0,2825453.0,2.83,0.06436319473852259,546270.0,0,0,2034263.4625773442,2.03
5070,76.54,392657.0,8655.476749585521,1122.9097876004216,5.132962646484375,3,3.0,2919.84838610079,0,4.0,537104.0,388058.0,886.0,7761156.0,7026527.0,7.03,925531.0,1319397.0,931339.0,468435.0,3644702.0,4837888.0,1193186.0,1.19,6002061.0,2357359.0,2.36,7166235.0,3521533.0,3.52,0.07575373769976279,642945.0,0,0,2625541.50914202,2.63
5071,71.86,307500.0,8207.035666084726,865.5867376383261,7.809772338867187,3,3.0,3030.850003532797,0,4.0,410940.0,296904.0,677.9,5938078.0,5851424.0,5.85,902028.0,1009474.0,712569.0,390095.0,3014166.0,3753156.0,738990.0,0.74,4643868.0,1629702.0,1.63,5534580.0,2520414.0,2.52,0.05932473976696471,503507.0,0,0,1701052.2843454115,1.7
5072,74.08,373575.0,9109.28762861533,1394.5070820232152,8.428983764648438,3,3.0,2533.6833317737032,0,4.0,525712.0,379827.0,867.2,7596537.0,7068709.0,7.07,926374.0,1291412.0,911584.0,471247.0,3600617.0,4739940.0,1139323.0,1.14,5879420.0,2278803.0,2.28,7018901.0,3418284.0,3.42,0.07207232409250029,611700.0,0,0,2345345.6969122468,2.35
5075,75.25,373825.0,8916.382259378885,946.1545114199283,6.046661376953125,3,3.0,2220.608110614256,0,4.0,526122.0,380124.0,867.9,7602470.0,7014224.0,7.01,925284.0,1292422.0,912296.0,467615.0,3597617.0,4743470.0,1145853.0,1.15,5883840.0,2286223.0,2.29,7024211.0,3426594.0,3.43,0.07212055558824579,612109.0,0,0,2367188.5904905153,2.37
5076,77.29,385624.0,8747.835394535536,482.2773622412953,2.7742401123046876,3,3.0,1958.6737629503734,0,4.0,557170.0,402556.0,919.1,8051111.0,7219734.0,7.22,929395.0,1368690.0,966133.0,481316.0,3745534.0,5010411.0,1264877.0,1.26,6218078.0,2472544.0,2.47,7425744.0,3680210.0,3.68,0.0743968892614504,631429.0,0,0,2772406.3076354642,2.77
5077,73.32,315686.0,7803.905266815531,16.043776305865997,6.173093872070313,3,3.0,2871.55272029782,0,4.0,433442.0,313162.0,715.0,6263243.0,5916082.0,5.92,903322.0,1064751.0,751589.0,394405.0,3114067.0,3946630.0,832563.0,0.83,4886116.0,1772049.0,1.77,5825602.0,2711535.0,2.71,0.060904031863655346,516911.0,0,0,1744105.951420408,1.74
5081,75.4,351256.0,5793.873421793503,231.86335590601647,7.475624389648438,3,3.0,1184.1415144885966,0,4.0,472863.0,341643.0,780.0,6832867.0,5638200.0,5.64,897764.0,1161586.0,819944.0,375880.0,3255174.0,4285556.0,1030382.0,1.03,5310486.0,2055312.0,2.06,6335416.0,3080242.0,3.08,0.06776640907832505,575154.0,0,0,2223403.2016169666,2.22
5082,75.01,342120.0,6215.369061125327,292.20180083233214,6.791903076171875,3,3.0,1522.8562124507307,0,4.0,457857.0,330802.0,755.3,6616032.0,5640885.0,5.64,897818.0,1124727.0,793924.0,376059.0,3192528.0,4156539.0,964011.0,0.96,5148944.0,1956416.0,1.96,6141349.0,2948821.0,2.95,0.06600383729780152,560195.0,0,0,2177787.6506228037,2.18
5084,77.56,355512.0,5971.060547383197,754.8890195543768,1.9566802978515625,3,3.0,1888.0725195503908,0,4.0,479853.0,346694.0,791.5,6933880.0,5749012.0,5.75,899980.0,1178760.0,832066.0,383267.0,3294073.0,4345659.0,1051586.0,1.05,5385741.0,2091668.0,2.09,6425823.0,3131750.0,3.13,0.06858750206189644,582123.0,0,0,2253197.413426822,2.25
5086,75.79,348149.0,5759.888501962372,1117.528334239669,5.5930322265625,3,3.0,2288.2427568067915,0,4.0,473331.0,341982.0,780.8,6839632.0,5631866.0,5.63,897637.0,1162739.0,820756.0,375458.0,3256590.0,4289581.0,1032991.0,1.03,5315526.0,2058936.0,2.06,6341471.0,3084881.0,3.08,0.06716698804919999,570067.0,0,0,2266465.000854607,2.27
5088,77.35,367192.0,5112.457697754749,1708.957024959489,4.40631591796875,3,3.0,2491.2557493426284,0,4.0,506659.0,366061.0,835.8,7321221.0,5712516.0,5.71,899250.0,1244607.0,878547.0,380834.0,3403238.0,4576126.0,1172888.0,1.17,5674310.0,2271072.0,2.27,6772493.0,3369255.0,3.37,0.0708408775431262,601248.0,0,0,2588277.9571594317,2.59
5089,76.53,358045.0,4965.881110724863,2153.367538465586,5.326497192382813,3,3.0,2449.4091253202146,0,4.0,494918.0,357578.0,816.4,7151569.0,5571710.0,5.57,896434.0,1215765.0,858188.0,371447.0,3341834.0,4475184.0,1133350.0,1.13,5547919.0,2206085.0,2.21,6620654.0,3278820.0,3.28,0.06907618357678985,586271.0,0,0,2330320.357113625,2.33
5100,69.62,309703.0,7769.427753753667,1593.105978549765,13.748385009765625,3,3.0,890.9770164393606,0,5.0,427510.0,308876.0,705.2,6177526.0,5856813.0,5.86,902136.0,1050178.0,741303.0,390454.0,3084071.0,3895628.0,811557.0,0.81,4822257.0,1738186.0,1.74,5748886.0,2664815.0,2.66,0.059749755707474046,507114.0,0,0,1814184.7176686125,1.81
5101,71.39,309010.0,7697.909266776727,1178.0396984149697,9.590592041015626,3,3.0,796.4308454042487,0,4.0,436227.0,315174.0,719.6,6303483.0,5907251.0,5.91,903145.0,1071592.0,756418.0,393817.0,3124972.0,3970572.0,845600.0,0.85,4916095.0,1791123.0,1.79,5861617.0,2736645.0,2.74,0.05961605800126752,505980.0,0,0,1873876.6145178014,1.87
5102,72.0,313481.0,7835.580156538495,2008.1722586845606,7.860379638671875,3,3.0,1094.813894599959,0,4.0,425832.0,307663.0,702.4,6153270.0,5862814.0,5.86,902256.0,1046054.0,738392.0,390854.0,3077556.0,3881196.0,803640.0,0.8,4804186.0,1726630.0,1.73,5727177.0,2649621.0,2.65,0.06047863007118004,513301.0,0,0,1940398.3355426937,1.94
5110,72.41,335756.0,6729.879299350183,1375.9698501365128,11.162081298828125,3,3.0,1907.543406039038,0,4.0,451347.0,326098.0,744.5,6521963.0,5741546.0,5.74,899831.0,1108733.0,782636.0,382770.0,3173970.0,4100568.0,926598.0,0.93,5078862.0,1904892.0,1.9,6057157.0,2883187.0,2.88,0.06477605634210407,549774.0,0,0,1846881.527958792,1.85
5114,76.76,346964.0,6265.156306120028,725.9430638108579,2.6053729248046875,3,3.0,1361.9499846789938,0,4.0,472463.0,341354.0,779.3,6827089.0,5776287.0,5.78,900526.0,1160604.0,819251.0,385086.0,3265467.0,4282118.0,1016651.0,1.02,5306181.0,2040714.0,2.04,6330245.0,3064778.0,3.06,0.06693837075936632,568126.0,0,0,2250360.4414217193,2.25
5115,73.19,342939.0,6235.051741290771,1060.8903810514973,10.8935009765625,3,3.0,1678.4208830416915,0,4.0,455261.0,328926.0,751.0,6578522.0,5625380.0,5.63,897508.0,1118348.0,789423.0,375025.0,3180304.0,4134221.0,953917.0,0.95,5120999.0,1940695.0,1.94,6107777.0,2927473.0,2.93,0.06616184367786376,561536.0,0,0,1942522.1772445587,1.94
5116,77.82,364584.0,5730.338416958157,428.1862619910673,2.9075439453125,3,3.0,1892.7389219136767,0,4.0,484414.0,349989.0,799.1,6999779.0,5714409.0,5.71,899288.0,1189963.0,839973.0,380961.0,3310185.0,4384869.0,1074684.0,1.07,5434835.0,2124650.0,2.12,6484802.0,3174617.0,3.17,0.07033772657950914,596978.0,0,0,2585215.0682474836,2.59
5117,77.3,350908.0,5768.443033838313,263.2328128614781,2.6925067138671874,3,3.0,1398.3137350866218,0,4.0,480912.0,347459.0,793.3,6949178.0,5696959.0,5.7,898939.0,1181361.0,833901.0,379797.0,3293998.0,4354761.0,1060763.0,1.06,5397138.0,2103140.0,2.1,6439514.0,3145516.0,3.15,0.06769927083624731,574584.0,0,0,2281596.4815292195,2.28
5119,76.44,355653.0,5230.6337921315735,46.05614389049104,6.316124267578125,3,3.0,1959.997876461054,0,4.0,479600.0,346511.0,791.1,6930214.0,5524792.0,5.52,895496.0,1178137.0,831626.0,368319.0,3273578.0,4343477.0,1069899.0,1.07,5383009.0,2109431.0,2.11,6422542.0,3148964.0,3.15,0.0686147046254969,582354.0,0,0,2307632.8270028937,2.31
5133,71.39,356155.0,6452.014946019423,348.9762868617747,1.181416015625,3,3.0,363.8357780981672,0,3.0,492509.0,355837.0,812.4,7116749.0,5997676.0,6.0,904954.0,1209846.0,854010.0,399845.0,3368655.0,4454466.0,1085811.0,1.09,5521978.0,2153323.0,2.15,6589490.0,3220835.0,3.22,0.06871155346895387,583176.0,0,0,2390037.3911624877,2.39
5134,77.01,344900.0,6339.585175852343,537.6007687781757,1.775387725830078,3,3.0,862.6710410888313,0,4.0,474022.0,342481.0,781.9,6849621.0,5811477.0,5.81,901230.0,1164435.0,821955.0,387432.0,3275052.0,4295524.0,1020472.0,1.02,5322968.0,2047916.0,2.05,6350411.0,3075359.0,3.08,0.06654017153049147,564747.0,0,0,2284183.778252823,2.28
5135,69.48,354424.0,5970.866633762659,114.03557038059543,8.11332763671875,3,3.0,425.56166958629086,0,3.0,489665.0,353783.0,807.7,7075665.0,5829881.0,5.83,901598.0,1202862.0,849080.0,388659.0,3342199.0,4430021.0,1087822.0,1.09,5491370.0,2149171.0,2.15,6552720.0,3210521.0,3.21,0.06837759859241203,580341.0,0,0,2289421.2307304787,2.29
5136,76.85,346000.0,5849.195816213456,74.51453892277868,3.2923358154296873,3,3.0,909.3829738455943,0,4.0,475829.0,343786.0,784.9,6875729.0,5679261.0,5.68,898585.0,1168872.0,825087.0,378617.0,3271161.0,4311059.0,1039898.0,1.04,5342418.0,2071257.0,2.07,6373777.0,3102616.0,3.1,0.06675239011177167,566548.0,0,0,2302899.9771409016,2.3
5137,76.41,377389.0,5360.5823555777215,388.6445374887908,8.430491333007813,3,3.0,1068.0887251663908,0,4.0,521304.0,376642.0,859.9,7532842.0,5907742.0,5.91,903155.0,1280583.0,903941.0,393849.0,3481528.0,4702041.0,1220513.0,1.22,5831967.0,2350439.0,2.35,6961894.0,3480366.0,3.48,0.07280814379159363,617945.0,0,0,2616239.647765838,2.62
